ID,Order_id,Order_Date,Ship _Date,Ship_Mode,Customer_id,Customer_Name,Segment
695,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
696,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
697,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
698,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
699,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
700,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
701,CA-2022-119291,5/14/2022,5/17/2022,First Class,JO-15550,Jesus Ocampo,Home Office
702,CA-2024-114552,9/2/2024,9/8/2024,Standard Class,Dl-13600,Dorris liebe,Corporate
703,CA-2023-163755,11/4/2023,11/8/2023,Second Class,AS-10285,Alejandro Savely,Corporate
704,CA-2022-142027,4/9/2022,4/14/2022,Standard Class,JK-15370,Jay Kimmel,Consumer
705,CA-2021-138527,9/12/2021,9/17/2021,Standard Class,BN-11470,Brad Norvell,Corporate
706,CA-2021-138527,9/12/2021,9/17/2021,Standard Class,BN-11470,Brad Norvell,Corporate
707,CA-2021-138527,9/12/2021,9/17/2021,Standard Class,BN-11470,Brad Norvell,Corporate
708,CA-2021-112158,12/2/2021,12/4/2021,First Class,DP-13165,David Philippe,Consumer
709,CA-2021-112158,12/2/2021,12/4/2021,First Class,DP-13165,David Philippe,Consumer
710,CA-2021-112158,12/2/2021,12/4/2021,First Class,DP-13165,David Philippe,Consumer
711,CA-2021-113887,4/5/2021,4/7/2021,First Class,TH-21550,Tracy Hopkins,Home Office
712,CA-2024-146136,9/3/2024,9/7/2024,Standard Class,AP-10915,Arthur Prichep,Consumer
713,US-2024-100048,5/19/2024,5/24/2024,Standard Class,RS-19765,Roland Schwarz,Corporate
714,US-2024-100048,5/19/2024,5/24/2024,Standard Class,RS-19765,Roland Schwarz,Corporate
715,US-2024-100048,5/19/2024,5/24/2024,Standard Class,RS-19765,Roland Schwarz,Corporate
716,CA-2021-153150,7/1/2021,7/6/2021,Second Class,Dl-13600,Dorris liebe,Corporate
717,CA-2021-130092,1/11/2021,1/14/2021,First Class,SV-20365,Seth Vernon,Consumer
718,CA-2024-108910,9/24/2024,9/29/2024,Standard Class,KC-16540,Kelly Collister,Consumer
719,CA-2021-104472,6/2/2021,6/7/2021,Standard Class,CK-12325,Christine Kargatis,Home Office
720,CA-2021-104472,6/2/2021,6/7/2021,Standard Class,CK-12325,Christine Kargatis,Home Office
721,CA-2023-112942,2/13/2023,2/18/2023,Standard Class,RD-19810,Ross DeVincentis,Home Office
722,CA-2023-142335,12/15/2023,12/19/2023,Standard Class,MP-17965,Michael Paige,Corporate
723,CA-2023-142335,12/15/2023,12/19/2023,Standard Class,MP-17965,Michael Paige,Corporate
724,CA-2021-117429,10/7/2021,10/13/2021,Standard Class,MR-17545,Mathew Reese,Home Office
725,CA-2023-114713,7/7/2023,7/12/2023,Standard Class,SC-20695,Steve Chapman,Corporate
726,CA-2024-144113,9/16/2024,9/20/2024,Standard Class,JF-15355,Jay Fein,Consumer
727,CA-2024-144113,9/16/2024,9/20/2024,Standard Class,JF-15355,Jay Fein,Consumer
728,US-2023-150861,12/3/2023,12/6/2023,First Class,EG-13900,Emily Grady,Consumer
729,US-2023-150861,12/3/2023,12/6/2023,First Class,EG-13900,Emily Grady,Consumer
730,US-2023-150861,12/3/2023,12/6/2023,First Class,EG-13900,Emily Grady,Consumer
731,US-2023-150861,12/3/2023,12/6/2023,First Class,EG-13900,Emily Grady,Consumer
732,US-2023-150861,12/3/2023,12/6/2023,First Class,EG-13900,Emily Grady,Consumer
733,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
734,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
735,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
736,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
737,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
738,CA-2024-131954,1/21/2024,1/25/2024,Standard Class,DS-13030,Darrin Sayre,Home Office
739,CA-2021-132500,9/8/2021,9/12/2021,Standard Class,GZ-14470,Gary Zandusky,Consumer
740,CA-2021-112326,1/4/2021,1/8/2021,Standard Class,PO-19195,Phillina Ober,Home Office
741,CA-2021-112326,1/4/2021,1/8/2021,Standard Class,PO-19195,Phillina Ober,Home Office
742,CA-2021-112326,1/4/2021,1/8/2021,Standard Class,PO-19195,Phillina Ober,Home Office
743,US-2023-146710,8/27/2023,9/1/2023,Standard Class,SS-20875,Sung Shariari,Consumer
744,US-2023-146710,8/27/2023,9/1/2023,Standard Class,SS-20875,Sung Shariari,Consumer
745,US-2023-146710,8/27/2023,9/1/2023,Standard Class,SS-20875,Sung Shariari,Consumer
746,US-2023-146710,8/27/2023,9/1/2023,Standard Class,SS-20875,Sung Shariari,Consumer
747,CA-2021-124429,5/27/2021,5/27/2021,Same Day,MH-17785,Maya Herman,Corporate
748,CA-2021-124429,5/27/2021,5/27/2021,Same Day,MH-17785,Maya Herman,Corporate
749,CA-2023-150889,3/20/2023,3/22/2023,Second Class,PB-19105,Peter Bühler,Consumer
750,CA-2024-126074,10/2/2024,10/6/2024,Standard Class,RF-19735,Roland Fjeld,Consumer
751,CA-2024-126074,10/2/2024,10/6/2024,Standard Class,RF-19735,Roland Fjeld,Consumer
752,CA-2024-126074,10/2/2024,10/6/2024,Standard Class,RF-19735,Roland Fjeld,Consumer
753,CA-2024-126074,10/2/2024,10/6/2024,Standard Class,RF-19735,Roland Fjeld,Consumer
754,CA-2023-110499,4/7/2023,4/9/2023,First Class,YC-21895,Yoseph Carroll,Corporate
755,CA-2022-135272,12/7/2022,12/12/2022,Standard Class,MS-17830,Melanie Seite,Consumer
756,CA-2023-140928,9/18/2023,9/22/2023,Standard Class,NB-18655,Nona Balk,Corporate
757,CA-2021-106803,12/29/2021,1/2/2022,Standard Class,DC-13285,Debra Catini,Consumer
758,CA-2021-106803,12/29/2021,1/2/2022,Standard Class,DC-13285,Debra Catini,Consumer
759,CA-2024-117240,7/23/2024,7/28/2024,Standard Class,CP-12340,Christine Phan,Corporate
760,CA-2024-133333,9/18/2024,9/22/2024,Standard Class,BF-11020,Barry Französisch,Corporate
761,CA-2022-112319,8/31/2022,9/5/2022,Standard Class,AR-10510,Andrew Roberts,Consumer
762,CA-2024-126046,11/3/2024,11/7/2024,Standard Class,JC-16105,Julie Creighton,Corporate
763,CA-2022-114923,2/8/2022,2/13/2022,Standard Class,LH-17020,Lisa Hazard,Consumer
764,CA-2021-162775,1/13/2021,1/15/2021,Second Class,CS-12250,Chris Selesnick,Corporate
765,CA-2021-162775,1/13/2021,1/15/2021,Second Class,CS-12250,Chris Selesnick,Corporate
766,CA-2021-162775,1/13/2021,1/15/2021,Second Class,CS-12250,Chris Selesnick,Corporate
767,CA-2021-162775,1/13/2021,1/15/2021,Second Class,CS-12250,Chris Selesnick,Corporate
768,CA-2021-162775,1/13/2021,1/15/2021,Second Class,CS-12250,Chris Selesnick,Corporate
769,CA-2021-106810,5/14/2021,5/20/2021,Standard Class,AJ-10795,Anthony Johnson,Corporate
770,CA-2023-157245,5/19/2023,5/24/2023,Standard Class,LE-16810,Laurel Elliston,Consumer
771,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
772,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
773,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
774,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
775,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
776,CA-2024-104220,1/30/2024,2/5/2024,Standard Class,BV-11245,Benjamin Venier,Corporate
777,CA-2021-165974,6/29/2021,7/6/2021,Standard Class,DL-12865,Dan Lawera,Consumer
778,CA-2022-144267,8/21/2022,8/23/2022,First Class,NZ-18565,Nick Zandusky,Home Office
779,CA-2022-144267,8/21/2022,8/23/2022,First Class,NZ-18565,Nick Zandusky,Home Office
780,CA-2022-144267,8/21/2022,8/23/2022,First Class,NZ-18565,Nick Zandusky,Home Office
781,CA-2022-144267,8/21/2022,8/23/2022,First Class,NZ-18565,Nick Zandusky,Home Office
782,US-2022-157014,10/3/2022,10/6/2022,Second Class,BM-11785,Bryan Mills,Consumer
783,US-2022-157014,10/3/2022,10/6/2022,Second Class,BM-11785,Bryan Mills,Consumer
784,US-2022-157014,10/3/2022,10/6/2022,Second Class,BM-11785,Bryan Mills,Consumer
785,US-2022-157014,10/3/2022,10/6/2022,Second Class,BM-11785,Bryan Mills,Consumer
786,CA-2022-154921,5/23/2022,5/28/2022,Standard Class,EA-14035,Erin Ashbrook,Corporate
787,CA-2024-129567,3/17/2024,3/21/2024,Second Class,CL-12565,Clay Ludtke,Consumer
788,CA-2022-154620,12/12/2022,12/16/2022,Standard Class,LT-17110,Liz Thompson,Consumer
789,CA-2022-115938,6/26/2022,6/30/2022,Standard Class,SA-20830,Sue Ann Reed,Consumer
790,CA-2022-115938,6/26/2022,6/30/2022,Standard Class,SA-20830,Sue Ann Reed,Consumer
791,CA-2022-115938,6/26/2022,6/30/2022,Standard Class,SA-20830,Sue Ann Reed,Consumer
792,CA-2022-115938,6/26/2022,6/30/2022,Standard Class,SA-20830,Sue Ann Reed,Consumer
793,CA-2023-105256,5/20/2023,5/20/2023,Same Day,JK-15730,Joe Kamberova,Consumer
794,CA-2021-156433,9/20/2021,9/26/2021,Standard Class,ES-14020,Erica Smith,Consumer
795,CA-2021-156433,9/20/2021,9/26/2021,Standard Class,ES-14020,Erica Smith,Consumer
796,CA-2024-151428,9/21/2024,9/26/2024,Standard Class,RH-19495,Rick Hansen,Consumer
797,CA-2022-124653,12/24/2022,12/26/2022,First Class,DB-13120,David Bremer,Corporate
798,CA-2022-124653,12/24/2022,12/26/2022,First Class,DB-13120,David Bremer,Corporate
799,CA-2022-124653,12/24/2022,12/26/2022,First Class,DB-13120,David Bremer,Corporate
800,CA-2022-101910,11/27/2022,12/3/2022,Standard Class,CD-11920,Carlos Daly,Consumer
801,CA-2024-105809,2/20/2024,2/23/2024,First Class,HW-14935,Helen Wasserman,Corporate
802,CA-2024-105809,2/20/2024,2/23/2024,First Class,HW-14935,Helen Wasserman,Corporate
803,CA-2023-136133,8/18/2023,8/23/2023,Second Class,HW-14935,Helen Wasserman,Corporate
804,CA-2023-115504,3/12/2023,3/17/2023,Standard Class,MC-18130,Mike Caudle,Corporate
805,CA-2024-135783,4/22/2024,4/24/2024,First Class,GM-14440,Gary McGarr,Consumer
806,CA-2021-134313,11/1/2021,11/7/2021,Standard Class,RA-19915,Russell Applegate,Consumer
807,CA-2021-134313,11/1/2021,11/7/2021,Standard Class,RA-19915,Russell Applegate,Consumer
808,CA-2022-140921,2/3/2022,2/5/2022,First Class,AA-10375,Allen Armold,Consumer
809,CA-2022-140921,2/3/2022,2/5/2022,First Class,AA-10375,Allen Armold,Consumer
810,CA-2021-151995,10/13/2021,10/15/2021,First Class,ZC-21910,Zuschuss Carroll,Consumer
811,CA-2021-151995,10/13/2021,10/15/2021,First Class,ZC-21910,Zuschuss Carroll,Consumer
812,CA-2021-151995,10/13/2021,10/15/2021,First Class,ZC-21910,Zuschuss Carroll,Consumer
813,CA-2021-151995,10/13/2021,10/15/2021,First Class,ZC-21910,Zuschuss Carroll,Consumer
814,CA-2024-143686,5/14/2024,5/14/2024,Same Day,PJ-19015,Pauline Johnson,Consumer
815,CA-2024-143686,5/14/2024,5/14/2024,Same Day,PJ-19015,Pauline Johnson,Consumer
816,CA-2022-106565,3/20/2022,3/23/2022,First Class,BW-11110,Bart Watters,Corporate
817,CA-2023-149370,9/15/2023,9/19/2023,Standard Class,DB-13210,Dean Braden,Consumer
818,CA-2021-140858,6/28/2021,7/2/2021,Standard Class,CA-12775,Cynthia Arntzen,Consumer
819,CA-2021-140858,6/28/2021,7/2/2021,Standard Class,CA-12775,Cynthia Arntzen,Consumer
820,CA-2021-140858,6/28/2021,7/2/2021,Standard Class,CA-12775,Cynthia Arntzen,Consumer
821,CA-2021-140858,6/28/2021,7/2/2021,Standard Class,CA-12775,Cynthia Arntzen,Consumer
822,CA-2021-140858,6/28/2021,7/2/2021,Standard Class,CA-12775,Cynthia Arntzen,Consumer
823,CA-2024-101434,6/20/2024,6/27/2024,Standard Class,TR-21325,Toby Ritter,Consumer
824,CA-2024-101434,6/20/2024,6/27/2024,Standard Class,TR-21325,Toby Ritter,Consumer
825,US-2021-102071,5/9/2021,5/15/2021,Standard Class,PG-18820,Patrick Gardner,Consumer
826,US-2021-102071,5/9/2021,5/15/2021,Standard Class,PG-18820,Patrick Gardner,Consumer
827,CA-2024-126956,8/21/2024,8/28/2024,Standard Class,GT-14710,Greg Tran,Consumer
828,CA-2024-126956,8/21/2024,8/28/2024,Standard Class,GT-14710,Greg Tran,Consumer
829,CA-2024-126956,8/21/2024,8/28/2024,Standard Class,GT-14710,Greg Tran,Consumer
830,CA-2024-129462,6/16/2024,6/21/2024,Second Class,JE-15745,Joel Eaton,Consumer
831,CA-2024-129462,6/16/2024,6/21/2024,Second Class,JE-15745,Joel Eaton,Consumer
832,CA-2024-129462,6/16/2024,6/21/2024,Second Class,JE-15745,Joel Eaton,Consumer
833,CA-2024-129462,6/16/2024,6/21/2024,Second Class,JE-15745,Joel Eaton,Consumer
834,CA-2023-165316,7/23/2023,7/27/2023,Standard Class,JB-15400,Jennifer Braxton,Corporate
835,CA-2023-165316,7/23/2023,7/27/2023,Standard Class,JB-15400,Jennifer Braxton,Corporate
836,CA-2023-165316,7/23/2023,7/27/2023,Standard Class,JB-15400,Jennifer Braxton,Corporate
837,US-2021-115987,9/8/2021,9/13/2021,Second Class,LH-17020,Lisa Hazard,Consumer
838,US-2024-156083,11/4/2024,11/11/2024,Standard Class,JL-15175,James Lanier,Home Office
839,US-2023-137547,3/7/2023,3/12/2023,Standard Class,EB-13705,Ed Braxton,Corporate
840,CA-2022-100454,11/20/2022,11/25/2022,Standard Class,BM-11650,Brian Moss,Corporate
841,CA-2022-100454,11/20/2022,11/25/2022,Standard Class,BM-11650,Brian Moss,Corporate
842,CA-2022-100454,11/20/2022,11/25/2022,Standard Class,BM-11650,Brian Moss,Corporate
843,CA-2023-161669,11/7/2023,11/9/2023,First Class,EM-14095,Eudokia Martin,Corporate
844,CA-2023-161669,11/7/2023,11/9/2023,First Class,EM-14095,Eudokia Martin,Corporate
845,CA-2023-161669,11/7/2023,11/9/2023,First Class,EM-14095,Eudokia Martin,Corporate
846,CA-2023-161669,11/7/2023,11/9/2023,First Class,EM-14095,Eudokia Martin,Corporate
847,CA-2022-114300,10/13/2022,10/17/2022,Standard Class,AF-10885,Art Foster,Consumer
848,CA-2022-114300,10/13/2022,10/17/2022,Standard Class,AF-10885,Art Foster,Consumer
849,CA-2024-107503,1/1/2024,1/6/2024,Standard Class,GA-14725,Guy Armstrong,Consumer
850,CA-2021-107755,2/7/2021,2/12/2021,Standard Class,CK-12760,Cyma Kinney,Corporate
851,CA-2023-152534,6/20/2023,6/25/2023,Second Class,DP-13105,Dave Poirier,Corporate
852,CA-2023-152534,6/20/2023,6/25/2023,Second Class,DP-13105,Dave Poirier,Corporate
853,CA-2023-113747,5/28/2023,6/4/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer
854,CA-2023-123274,2/19/2023,2/24/2023,Standard Class,GT-14710,Greg Tran,Consumer
855,CA-2023-123274,2/19/2023,2/24/2023,Standard Class,GT-14710,Greg Tran,Consumer
856,CA-2021-125612,8/3/2021,8/8/2021,Standard Class,BK-11260,Berenike Kampe,Consumer
857,CA-2021-125612,8/3/2021,8/8/2021,Standard Class,BK-11260,Berenike Kampe,Consumer
858,CA-2021-125612,8/3/2021,8/8/2021,Standard Class,BK-11260,Berenike Kampe,Consumer
859,CA-2024-161984,4/10/2024,4/15/2024,Standard Class,SJ-20125,Sanjit Jacobs,Home Office
860,CA-2024-161984,4/10/2024,4/15/2024,Standard Class,SJ-20125,Sanjit Jacobs,Home Office
861,CA-2021-133851,6/9/2021,6/16/2021,Standard Class,CM-12445,Chuck Magee,Consumer
862,CA-2021-133851,6/9/2021,6/16/2021,Standard Class,CM-12445,Chuck Magee,Consumer
863,CA-2023-134474,1/5/2023,1/7/2023,Second Class,AJ-10795,Anthony Johnson,Corporate
864,CA-2023-134474,1/5/2023,1/7/2023,Second Class,AJ-10795,Anthony Johnson,Corporate
865,CA-2023-134474,1/5/2023,1/7/2023,Second Class,AJ-10795,Anthony Johnson,Corporate
866,CA-2021-149020,1/10/2021,1/15/2021,Standard Class,AJ-10780,Anthony Jacobs,Corporate
867,CA-2021-149020,1/10/2021,1/15/2021,Standard Class,AJ-10780,Anthony Jacobs,Corporate
868,CA-2023-134362,9/29/2023,10/2/2023,First Class,LS-16945,Linda Southworth,Corporate
869,CA-2021-136742,4/6/2021,4/10/2021,Standard Class,GP-14740,Guy Phonely,Corporate
870,CA-2023-158099,9/3/2023,9/5/2023,First Class,PK-18910,Paul Knutson,Home Office
871,CA-2023-158099,9/3/2023,9/5/2023,First Class,PK-18910,Paul Knutson,Home Office
872,CA-2022-131128,10/19/2022,10/20/2022,First Class,TB-21520,Tracy Blumstein,Consumer
873,CA-2021-148488,12/10/2021,12/15/2021,Standard Class,SM-20005,Sally Matthias,Consumer
874,CA-2021-148488,12/10/2021,12/15/2021,Standard Class,SM-20005,Sally Matthias,Consumer
875,CA-2024-114636,8/25/2024,8/29/2024,Standard Class,GA-14725,Guy Armstrong,Consumer
876,CA-2023-116736,1/17/2023,1/21/2023,Standard Class,CC-12430,Chuck Clark,Home Office
877,CA-2023-116736,1/17/2023,1/21/2023,Standard Class,CC-12430,Chuck Clark,Home Office
878,CA-2023-116736,1/17/2023,1/21/2023,Standard Class,CC-12430,Chuck Clark,Home Office
879,US-2021-158638,9/17/2021,9/21/2021,Standard Class,AG-10765,Anthony Garverick,Home Office
880,CA-2024-111689,11/30/2024,12/2/2024,Second Class,HP-14815,Harold Pawlan,Home Office
881,CA-2024-111689,11/30/2024,12/2/2024,Second Class,HP-14815,Harold Pawlan,Home Office
882,CA-2022-129098,10/9/2022,10/13/2022,Standard Class,DK-13090,Dave Kipp,Consumer
883,US-2024-123463,12/23/2024,12/23/2024,Same Day,GZ-14470,Gary Zandusky,Consumer
884,CA-2023-165148,10/22/2023,10/24/2023,First Class,PM-19135,Peter McVee,Home Office
885,CA-2021-134061,4/29/2021,5/4/2021,Standard Class,LL-16840,Lauren Leatherbury,Consumer
886,CA-2022-143602,4/25/2022,4/28/2022,Second Class,JS-15595,Jill Stevenson,Corporate
887,CA-2024-115364,6/26/2024,7/2/2024,Standard Class,OT-18730,Olvera Toch,Consumer
888,CA-2024-150707,10/14/2024,10/19/2024,Standard Class,EL-13735,Ed Ludwig,Home Office
889,CA-2021-104976,12/9/2021,12/16/2021,Standard Class,CK-12760,Cyma Kinney,Corporate
890,CA-2024-132934,6/20/2024,6/26/2024,Standard Class,JE-15475,Jeremy Ellison,Consumer
891,CA-2024-132934,6/20/2024,6/26/2024,Standard Class,JE-15475,Jeremy Ellison,Consumer
892,CA-2024-133256,6/26/2024,6/27/2024,First Class,TH-21550,Tracy Hopkins,Home Office
893,CA-2024-133256,6/26/2024,6/27/2024,First Class,TH-21550,Tracy Hopkins,Home Office
894,CA-2024-133256,6/26/2024,6/27/2024,First Class,TH-21550,Tracy Hopkins,Home Office
895,CA-2023-105494,11/10/2023,11/12/2023,First Class,PC-18745,Pamela Coakley,Corporate
896,CA-2023-105494,11/10/2023,11/12/2023,First Class,PC-18745,Pamela Coakley,Corporate
897,CA-2023-140634,10/3/2023,10/6/2023,Second Class,HL-15040,Hunter Lopez,Consumer
898,CA-2021-144407,9/9/2021,9/15/2021,Standard Class,MS-17365,Maribeth Schnelling,Consumer
899,CA-2024-160983,10/29/2024,10/31/2024,Second Class,GB-14530,George Bell,Corporate
900,US-2023-114622,4/10/2023,4/12/2023,First Class,JR-16210,Justin Ritter,Corporate
901,CA-2024-150959,11/11/2024,11/13/2024,First Class,TD-20995,Tamara Dahlen,Consumer
902,CA-2024-150959,11/11/2024,11/13/2024,First Class,TD-20995,Tamara Dahlen,Consumer
903,CA-2024-132353,9/15/2024,9/17/2024,First Class,DB-13060,Dave Brooks,Consumer
904,CA-2023-130477,4/8/2023,4/12/2023,Standard Class,LC-17140,Logan Currie,Consumer
905,CA-2023-130477,4/8/2023,4/12/2023,Standard Class,LC-17140,Logan Currie,Consumer
906,CA-2023-130477,4/8/2023,4/12/2023,Standard Class,LC-17140,Logan Currie,Consumer
907,CA-2024-143259,12/30/2024,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer
908,CA-2024-143259,12/30/2024,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer
909,CA-2024-143259,12/30/2024,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer
910,CA-2024-137596,9/2/2024,9/7/2024,Standard Class,BE-11335,Bill Eplett,Home Office
911,CA-2024-137596,9/2/2024,9/7/2024,Standard Class,BE-11335,Bill Eplett,Home Office
912,CA-2024-137596,9/2/2024,9/7/2024,Standard Class,BE-11335,Bill Eplett,Home Office
913,CA-2022-133627,5/31/2022,6/7/2022,Standard Class,SC-20050,Sample Company A,Home Office
914,CA-2024-102519,11/27/2024,11/29/2024,First Class,BM-11650,Brian Moss,Corporate
915,CA-2024-102519,11/27/2024,11/29/2024,First Class,BM-11650,Brian Moss,Corporate
916,US-2021-141215,6/15/2021,6/21/2021,Standard Class,KL-16555,Kelly Lampkin,Corporate
917,US-2021-141215,6/15/2021,6/21/2021,Standard Class,KL-16555,Kelly Lampkin,Corporate
918,US-2021-141215,6/15/2021,6/21/2021,Standard Class,KL-16555,Kelly Lampkin,Corporate
919,CA-2023-165218,3/5/2023,3/11/2023,Standard Class,RW-19630,Rob Williams,Corporate
920,CA-2023-165218,3/5/2023,3/11/2023,Standard Class,RW-19630,Rob Williams,Corporate
921,CA-2021-138296,12/5/2021,12/12/2021,Standard Class,RC-19825,Roy Collins,Consumer
922,CA-2022-111164,4/11/2022,4/15/2022,Standard Class,SE-20110,Sanjit Engle,Consumer
923,CA-2022-111164,4/11/2022,4/15/2022,Standard Class,SE-20110,Sanjit Engle,Consumer
924,CA-2022-111164,4/11/2022,4/15/2022,Standard Class,SE-20110,Sanjit Engle,Consumer
925,CA-2023-149797,9/15/2023,9/20/2023,Standard Class,AH-10075,Adam Hart,Corporate
926,CA-2021-132962,9/13/2021,9/16/2021,First Class,JM-15535,Jessica Myrick,Consumer
927,CA-2021-132962,9/13/2021,9/16/2021,First Class,JM-15535,Jessica Myrick,Consumer
928,CA-2022-115091,10/5/2022,10/9/2022,Standard Class,JJ-15760,Joel Jenkins,Home Office
929,CA-2022-115091,10/5/2022,10/9/2022,Standard Class,JJ-15760,Joel Jenkins,Home Office
930,CA-2024-144932,4/14/2024,4/17/2024,First Class,AB-10165,Alan Barnes,Consumer
931,CA-2024-144932,4/14/2024,4/17/2024,First Class,AB-10165,Alan Barnes,Consumer
932,CA-2024-144932,4/14/2024,4/17/2024,First Class,AB-10165,Alan Barnes,Consumer
933,CA-2024-114216,9/2/2024,9/6/2024,Standard Class,RK-19300,Ralph Kennedy,Consumer
934,CA-2023-140081,6/20/2023,6/24/2023,Standard Class,CG-12040,Catherine Glotzbach,Home Office
935,CA-2023-140081,6/20/2023,6/24/2023,Standard Class,CG-12040,Catherine Glotzbach,Home Office
936,CA-2023-140081,6/20/2023,6/24/2023,Standard Class,CG-12040,Catherine Glotzbach,Home Office
937,CA-2023-140081,6/20/2023,6/24/2023,Standard Class,CG-12040,Catherine Glotzbach,Home Office
938,US-2024-111745,11/5/2024,11/6/2024,First Class,RA-19885,Ruben Ausman,Corporate
939,CA-2022-148250,12/13/2022,12/17/2022,Standard Class,RP-19270,Rachel Payne,Corporate
940,CA-2022-148250,12/13/2022,12/17/2022,Standard Class,RP-19270,Rachel Payne,Corporate
941,CA-2023-105760,6/19/2023,6/20/2023,First Class,KC-16255,Karen Carlisle,Corporate
942,CA-2023-142958,12/13/2023,12/20/2023,Standard Class,RW-19630,Rob Williams,Corporate
943,CA-2023-142958,12/13/2023,12/20/2023,Standard Class,RW-19630,Rob Williams,Corporate
944,CA-2022-120880,5/29/2022,6/3/2022,Standard Class,JL-15850,John Lucas,Consumer
945,CA-2022-120880,5/29/2022,6/3/2022,Standard Class,JL-15850,John Lucas,Consumer
946,CA-2022-120880,5/29/2022,6/3/2022,Standard Class,JL-15850,John Lucas,Consumer
947,US-2022-140200,7/26/2022,7/28/2022,First Class,CA-12775,Cynthia Arntzen,Consumer
948,US-2024-110576,11/28/2024,12/2/2024,Standard Class,RB-19795,Ross Baird,Home Office
949,US-2024-110576,11/28/2024,12/2/2024,Standard Class,RB-19795,Ross Baird,Home Office
950,US-2024-110576,11/28/2024,12/2/2024,Standard Class,RB-19795,Ross Baird,Home Office
951,US-2024-110576,11/28/2024,12/2/2024,Standard Class,RB-19795,Ross Baird,Home Office
952,US-2024-110576,11/28/2024,12/2/2024,Standard Class,RB-19795,Ross Baird,Home Office
953,CA-2024-131156,4/3/2024,4/7/2024,Standard Class,KH-16360,Katherine Hughes,Consumer
954,CA-2024-136539,12/28/2024,1/1/2018,Standard Class,GH-14665,Greg Hansen,Consumer
955,CA-2024-136539,12/28/2024,1/1/2018,Standard Class,GH-14665,Greg Hansen,Consumer
956,CA-2024-119305,11/30/2024,12/4/2024,Standard Class,SW-20275,Scott Williamson,Consumer
957,CA-2024-102414,5/15/2024,5/18/2024,Second Class,JA-15970,Joseph Airdo,Consumer
958,CA-2024-102414,5/15/2024,5/18/2024,Second Class,JA-15970,Joseph Airdo,Consumer
959,CA-2024-102414,5/15/2024,5/18/2024,Second Class,JA-15970,Joseph Airdo,Consumer
960,CA-2022-112571,9/22/2022,9/22/2022,Same Day,DL-12925,Daniel Lacy,Consumer
961,CA-2024-152142,11/14/2024,11/19/2024,Standard Class,LW-16990,Lindsay Williams,Corporate
962,CA-2022-160059,11/27/2022,12/1/2022,Standard Class,TB-21190,Thomas Brumley,Home Office
963,CA-2023-120859,9/1/2023,9/4/2023,First Class,CV-12805,Cynthia Voltz,Corporate
964,CA-2021-127488,9/22/2021,9/24/2021,Second Class,MS-17365,Maribeth Schnelling,Consumer
965,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
966,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
967,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
968,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
969,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
970,CA-2024-135279,4/9/2024,4/11/2024,First Class,BS-11800,Bryan Spruell,Home Office
971,CA-2021-115791,1/16/2021,1/18/2021,Second Class,DL-13315,Delfina Latchford,Consumer
972,CA-2021-115791,1/16/2021,1/18/2021,Second Class,DL-13315,Delfina Latchford,Consumer
973,CA-2021-115791,1/16/2021,1/18/2021,Second Class,DL-13315,Delfina Latchford,Consumer
